id,features
985,"[0.0, 0.0, 0.2732725441455841, 0.03596295416355133, 0.07460902631282806, 0.053076911717653275, 0.02002168633043766, 0.004207361955195665, 0.0, 0.0, 0.24508419632911682, 0.7048349976539612, 0.28258734941482544, 0.012455577030777931, 0.0, 0.20603466033935547, 0.0, 0.11787466704845428, 0.2820265293121338, 0.045538030564785004]"
995,"[0.0, 0.0, 0.4093410074710846, 4.937974881613627e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13369977474212646, 0.006880702916532755, 0.0, 0.0, 0.0, 0.0, 0.00902558583766222, 0.0, 0.010828173719346523, 0.0]"
1005,"[0.0, 0.0, 0.05155663564801216, 0.7238292098045349, 0.0, 0.08577782660722733, 0.0, 0.005493845324963331, 0.0, 0.0, 0.468024343252182, 0.0, 0.23322123289108276, 0.0, 0.0, 0.0, 0.0, 0.1380375474691391, 0.09910576790571213, 0.0]"
1015,"[0.017520306631922722, 0.06296248733997345, 0.12613888084888458, 0.06306617707014084, 0.5367576479911804, 0.3047159016132355, 0.08966178447008133, 0.0, 0.6399639248847961, 0.009806683287024498, 0.16722899675369263, 0.18993805348873138, 0.064793162047863, 0.054810550063848495, 0.013523370027542114, 0.059531956911087036, 0.33400461077690125, 0.00675125140696764, 0.26703354716300964, 0.038636285811662674]"
1025,"[0.0, 0.0, 0.05793491750955582, 0.0, 0.31713569164276123, 0.34081190824508667, 0.05410543829202652, 0.0, 0.0, 0.0, 0.6055717468261719, 0.4067881107330322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04498014599084854, 0.021616732701659203, 0.0]"
1035,"[0.0, 0.0, 0.24332904815673828, 0.0, 0.0, 0.0, 0.0, 0.030024414882063866, 0.25397616624832153, 0.0688927099108696, 0.16880683600902557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1045,"[0.0, 0.0, 0.35557231307029724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3072875440120697, 0.7765872478485107, 0.10726607590913773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1055,"[0.0, 0.0, 0.211310014128685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08096767961978912, 0.0, 0.1344028115272522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1065,"[0.11399074643850327, 0.014581114053726196, 0.2839635908603668, 0.016332315281033516, 0.02078033983707428, 0.0, 0.0816824808716774, 0.1129433885216713, 0.11257708072662354, 0.5889021158218384, 0.11154072731733322, 0.07350703328847885, 0.0, 0.6244776248931885, 0.0, 0.19131526350975037, 0.0, 0.2292504906654358, 0.0, 0.03751019388437271]"
1075,"[0.0, 0.656813383102417, 0.2337668538093567, 0.0, 0.0, 0.011794935911893845, 0.0, 0.0, 0.33906495571136475, 0.0016709064366295934, 0.11766429245471954, 0.0, 0.0, 0.0, 0.4386199712753296, 0.0040453411638736725, 0.02638435550034046, 0.0, 0.17251825332641602, 0.0]"
1085,"[0.0, 0.0, 0.29668891429901123, 0.0, 0.0, 0.0, 0.11764436215162277, 0.0, 0.0, 0.5342955589294434, 0.048306193202733994, 0.3508855104446411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1095,"[0.06408628076314926, 0.0, 0.0, 0.18132875859737396, 0.0, 0.3956824541091919, 0.0, 0.0, 0.0, 0.05773021653294563, 0.48130002617836, 0.09742315113544464, 0.0, 0.027025990188121796, 0.0, 0.0, 0.0, 0.17950260639190674, 0.0, 0.0]"
1105,"[0.0, 0.67726731300354, 0.3217911720275879, 0.0, 0.0, 0.0, 0.0, 0.06790021061897278, 0.04889828339219093, 0.051508981734514236, 0.08919636905193329, 0.0, 0.0, 0.0, 0.0, 0.018320849165320396, 0.0, 0.0, 0.0, 0.0]"
1115,"[0.0, 0.0030563310720026493, 0.08223927766084671, 0.0007550316513516009, 0.01182868704199791, 0.0, 0.0, 0.00623790267854929, 0.0, 0.0, 0.06092216446995735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06886015087366104, 0.0, 0.0019406528444960713]"
1125,"[0.0, 0.607130229473114, 0.3183461129665375, 0.0, 0.004671049304306507, 0.0, 0.046110134571790695, 0.0, 0.336393803358078, 0.05789994075894356, 0.13259127736091614, 0.029792558401823044, 0.0, 0.0, 0.0015361059922724962, 0.0509282648563385, 0.2122698277235031, 0.0, 0.0, 0.0]"
1135,"[0.0, 0.0, 0.4999978542327881, 0.0, 0.0, 0.0, 0.12285914272069931, 0.0, 0.07002237439155579, 0.5163627862930298, 0.10084275901317596, 0.08884721249341965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1145,"[0.0, 0.0, 0.008576078340411186, 0.0, 0.0, 0.4621049463748932, 0.048471465706825256, 0.0, 0.170803502202034, 0.0, 0.39625394344329834, 0.20670536160469055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43483105301856995, 0.045172758400440216]"
1155,"[0.0, 0.0, 0.7035786509513855, 0.002443311968818307, 0.0, 0.043228283524513245, 0.0, 0.10163014382123947, 0.07971952855587006, 0.15523064136505127, 0.11712471395730972, 0.0, 0.0, 0.05231248959898949, 0.0, 0.05442185327410698, 0.0, 0.01977265626192093, 0.0, 0.0]"
1165,"[0.0, 0.0, 0.2227316051721573, 0.0, 0.0, 0.0, 0.823121190071106, 0.0, 0.0, 0.0, 0.06656085699796677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09494392573833466, 0.0, 0.0, 0.0]"
1175,"[0.0, 0.0, 0.044967398047447205, 0.0, 0.32329559326171875, 0.26822802424430847, 0.002234879182651639, 0.0, 0.3921256363391876, 0.0, 0.30840253829956055, 0.08842416852712631, 0.0, 0.0, 0.0, 0.0, 0.04912719503045082, 0.0, 0.5773040652275085, 0.012144279666244984]"
1185,"[0.20864751935005188, 0.010251978412270546, 0.31172651052474976, 0.0, 0.010873941704630852, 0.0, 0.20163631439208984, 0.011588852852582932, 0.027084466069936752, 0.3801466226577759, 0.20249834656715393, 0.47446998953819275, 0.0, 0.5575186014175415, 0.0, 0.033059511333703995, 0.0, 0.26427584886550903, 0.07133247703313828, 0.14698143303394318]"
1195,"[0.0, 0.0, 0.19270019233226776, 0.0051483758725225925, 0.0, 0.0, 0.031039362773299217, 0.0, 0.05318665876984596, 0.08413789421319962, 0.305500328540802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1205,"[0.0, 0.0, 0.35954734683036804, 0.0, 0.0, 0.0, 0.12576010823249817, 0.0, 0.10647203773260117, 0.6884100437164307, 0.10765837877988815, 0.0, 0.0, 0.5140448808670044, 0.0, 0.006959296762943268, 0.0, 0.0, 0.0008203695178963244, 0.0]"
1215,"[0.0, 0.0, 0.4693000316619873, 0.0, 0.0, 0.0, 0.08495815098285675, 0.0, 0.37948906421661377, 0.016830898821353912, 0.13802161812782288, 0.12595431506633759, 0.0, 0.0, 0.0, 0.48268750309944153, 0.0, 0.0, 0.2193632274866104, 0.0]"
1225,"[0.07981715351343155, 0.0, 0.3793092668056488, 0.0, 0.022285323590040207, 0.0, 0.09581953287124634, 0.0, 0.41534194350242615, 0.605241596698761, 0.1681721955537796, 0.1056983470916748, 0.0, 0.0, 0.0, 0.058661650866270065, 0.0, 0.0, 0.19278350472450256, 0.0]"
1235,"[0.0, 0.0, 0.047204386442899704, 0.7021417021751404, 0.03739003464579582, 0.05138307064771652, 0.03352221101522446, 0.0, 0.09864909946918488, 0.0, 0.5340269804000854, 0.11013032495975494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20233595371246338, 0.0009318630327470601, 0.0]"
1245,"[0.0, 0.0021798524539917707, 0.04971140995621681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08511990308761597, 0.0, 0.0, 0.002398442942649126, 0.0, 0.0, 0.0, 0.0, 0.1089027151465416, 0.004816748201847076]"
1255,"[0.0, 0.0, 0.2501927614212036, 0.0, 0.03438076004385948, 0.0, 0.04644586145877838, 0.25701940059661865, 0.2072247415781021, 0.0, 0.08701978623867035, 0.13889753818511963, 0.0, 0.0, 0.0, 0.24534572660923004, 0.0, 0.0, 0.5635791420936584, 0.0]"
1265,"[0.0, 0.0, 0.1134227067232132, 0.050772663205862045, 0.0, 0.0012040396686643362, 0.14482156932353973, 0.0, 0.0, 0.12092440575361252, 0.2880215346813202, 0.4775814116001129, 0.05815324932336807, 0.5470362901687622, 0.0, 0.0, 0.0, 0.07585230469703674, 0.1366504430770874, 0.32850226759910583]"
1275,"[0.0, 0.002885429421439767, 0.09005635976791382, 0.0, 0.02112250030040741, 0.0, 0.0, 0.020327415317296982, 0.0, 0.0, 0.05339621379971504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005128678167238832, 0.011465233750641346, 0.0]"
1285,"[0.0, 0.0, 0.5117258429527283, 0.0, 0.0, 0.0, 0.024792401120066643, 0.06701667606830597, 0.0, 0.0, 0.21536272764205933, 0.3484435975551605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012235202826559544, 0.0]"
1295,"[0.0, 0.0, 0.0, 0.027710525318980217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022179868537932634, 0.23034082353115082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11265433579683304, 0.0, 0.0]"
1305,"[0.0, 0.019586998969316483, 0.30840134620666504, 0.0, 0.007545841857790947, 0.02266675978899002, 0.12593883275985718, 0.06491953134536743, 0.01897500455379486, 0.0, 0.22346724569797516, 0.100351482629776, 0.0, 0.0, 0.0, 0.07511802017688751, 0.0, 1.02487313747406, 0.01825706847012043, 0.15777023136615753]"
1315,"[0.0, 0.019889166578650475, 0.6013972163200378, 0.0, 0.05292555317282677, 0.0, 0.17444773018360138, 0.0, 0.0052087269723415375, 0.4913744032382965, 0.06806714832782745, 0.44679445028305054, 0.0, 0.0, 0.0, 0.006968802772462368, 0.0, 0.11360552906990051, 0.0, 0.018388396129012108]"
1325,"[0.0, 0.0, 0.26148027181625366, 0.0, 0.0, 0.03077017143368721, 0.008910667151212692, 0.0, 0.14638730883598328, 0.0, 0.3269842863082886, 0.006813011597841978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3872242569923401, 0.0]"
1335,"[0.0, 0.027204906567931175, 0.1292657107114792, 0.0, 0.0, 0.03498213738203049, 0.04637642577290535, 0.0, 0.14241597056388855, 0.0, 0.0, 0.0, 0.002686572028324008, 0.0, 0.0, 0.03855287283658981, 0.0, 0.0, 0.7019341588020325, 0.06257160007953644]"
1345,"[0.0, 0.0, 0.5588239431381226, 0.0, 0.0, 0.0, 0.1715787947177887, 0.0, 0.0, 0.43808713555336, 0.07290089130401611, 0.5369253158569336, 0.0, 0.0, 0.0, 0.04134918376803398, 0.0, 0.0, 0.05133461952209473, 0.047478772699832916]"
1355,"[0.0, 0.0600641667842865, 0.09283439815044403, 0.0, 0.0010673823999240994, 0.0, 0.0, 0.06747619807720184, 0.02762158215045929, 0.0, 0.13121113181114197, 0.0, 0.0, 0.0, 0.21758712828159332, 0.0, 0.0, 0.0, 0.0, 0.0]"
1365,"[0.0, 0.0, 0.2875635027885437, 0.0, 0.017949961125850677, 0.0, 0.0777706578373909, 0.0, 0.3266932964324951, 0.0, 0.12166202068328857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35167714953422546, 0.0]"
1375,"[0.0, 0.12262892723083496, 0.0, 0.0, 0.0, 0.09836447983980179, 0.0, 0.0, 0.0, 0.0, 0.1897643357515335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3452465236186981, 0.008164296858012676]"
1385,"[0.07153463363647461, 0.0, 0.0, 0.0825531855225563, 0.0, 0.12229249626398087, 0.08904031664133072, 0.0, 0.0, 0.09957774728536606, 0.41919398307800293, 0.29844680428504944, 0.0, 0.010140868835151196, 0.0, 0.0, 0.0, 0.06011267751455307, 0.0, 0.0]"
1395,"[0.0, 0.0, 0.2355976402759552, 0.0, 0.2576521039009094, 0.0, 0.002346927532926202, 0.0, 0.08739171922206879, 0.0, 0.32880666851997375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08747436106204987, 0.0]"
1405,"[0.0, 0.0, 0.0038143477868288755, 0.0074585978873074055, 0.0, 0.0, 0.03501352295279503, 0.0, 0.0, 0.030976369976997375, 0.2682896852493286, 0.0, 0.0, 0.005079110153019428, 0.0, 0.0, 0.0, 0.4267413020133972, 0.0, 0.0]"
1415,"[0.0, 0.0, 0.09631220996379852, 0.0, 0.06050761044025421, 0.0, 0.0, 0.13142700493335724, 0.0, 0.0, 0.3290644586086273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1425,"[0.0, 0.0, 0.07584436237812042, 0.09399963915348053, 0.35148313641548157, 0.0, 0.0, 0.7127701044082642, 0.0, 0.0, 0.15587742626667023, 0.0, 0.0, 0.0, 0.0, 0.10306118428707123, 0.0, 0.0937839150428772, 0.43584921956062317, 0.0]"
1435,"[0.0, 0.0, 0.4030083119869232, 0.016390971839427948, 0.0, 0.0, 0.5921372175216675, 0.021007340401411057, 0.17210645973682404, 0.014910940080881119, 0.24172347784042358, 0.00042015721555799246, 0.0, 0.009998273104429245, 0.0, 0.08153612911701202, 0.0, 0.0, 0.34747281670570374, 0.0]"
1445,"[0.0, 0.023198945447802544, 0.6883264183998108, 0.0025594006292521954, 0.0, 0.0, 0.007836012169718742, 0.0, 0.0, 0.5549560785293579, 0.05678913742303848, 0.0974869579076767, 0.0, 0.0, 0.0, 0.1390085369348526, 0.0, 0.0, 0.0, 0.0]"
1455,"[0.0, 0.0003844608727376908, 0.031373921781778336, 0.26100069284439087, 0.3398200571537018, 0.09096658229827881, 0.0, 0.31462955474853516, 0.0, 0.0, 0.07438941299915314, 0.0, 0.2451847940683365, 0.003550434485077858, 0.0, 0.06707735359668732, 0.0, 0.09086549282073975, 0.652998149394989, 0.10796293616294861]"
1465,"[0.0, 0.0, 0.28192368149757385, 0.0, 0.0, 0.0, 0.6565722823143005, 0.0, 0.0, 0.03715481236577034, 0.03605184331536293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1475,"[0.0, 0.0, 0.7290143966674805, 0.0, 0.0, 0.0, 0.0, 0.050079282373189926, 0.27179741859436035, 0.09447687864303589, 0.1525650918483734, 0.0956217423081398, 0.0, 0.0, 0.0, 0.033006370067596436, 0.0, 0.0, 0.0, 0.0]"
1485,"[0.0, 0.0, 0.12927769124507904, 0.01091847475618124, 0.0, 0.008066365495324135, 0.1242581233382225, 0.0, 0.0, 0.0702936127781868, 0.2984406650066376, 0.30810675024986267, 0.0, 0.7526861429214478, 0.0, 0.0, 0.0, 0.10035823285579681, 0.042553696781396866, 0.08552693575620651]"
1495,"[0.0, 0.0, 0.08098942041397095, 0.33728569746017456, 0.011036544106900692, 0.00873239990323782, 0.0, 0.0, 0.0, 0.0, 0.5272589325904846, 0.12406860291957855, 0.1924728900194168, 0.020515818148851395, 0.0, 0.028812533244490623, 0.0, 0.3955564796924591, 0.0946071594953537, 0.0]"
1505,"[0.0, 0.014989224262535572, 0.12902504205703735, 0.0, 0.09556537866592407, 0.0, 0.03377555310726166, 0.3009548783302307, 0.0, 0.0, 0.5243656635284424, 0.29548677802085876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.136626735329628, 0.0, 0.0]"
1515,"[0.0, 0.0, 0.18942682445049286, 0.0, 0.0, 0.0, 0.07171926647424698, 0.0, 0.0, 0.17877331376075745, 0.0752943903207779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1525,"[0.0, 0.0861603170633316, 0.03206471726298332, 0.0, 0.3863655924797058, 0.09016059339046478, 0.05229482799768448, 0.0, 0.10198017209768295, 0.0, 0.2908819913864136, 0.0, 0.0, 0.01837995834648609, 0.471080482006073, 0.0, 0.0, 0.0, 0.5503966808319092, 0.015578520484268665]"
1535,"[0.3073333203792572, 0.0, 0.0013768898788839579, 0.11184043437242508, 0.0, 0.07858436554670334, 0.702741801738739, 0.0, 0.05147930607199669, 0.06330711394548416, 0.23678232729434967, 0.26869720220565796, 0.0, 0.47893932461738586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23987753689289093]"
1545,"[0.025287633761763573, 0.0, 0.043357040733098984, 0.2648320198059082, 0.0, 0.4951847493648529, 0.0, 0.0, 0.0, 0.05481606349349022, 0.48642370104789734, 0.27671191096305847, 0.2666967511177063, 0.07498468458652496, 0.0, 0.0, 0.0, 0.20078963041305542, 0.0, 0.0]"
1555,"[0.0, 0.0, 0.0, 0.5514178276062012, 0.0, 0.0, 0.020882058888673782, 0.0, 0.031262487173080444, 0.0, 0.5163177251815796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0120248943567276, 0.0, 0.0]"
1565,"[0.0003207454865332693, 0.0, 0.11421164870262146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1466924548149109, 0.03850651532411575, 0.0, 0.007372282911092043, 0.0, 0.0, 0.0, 0.31298989057540894, 0.0, 0.0]"
1575,"[0.0, 0.0, 0.0923970565199852, 0.0, 0.09824080020189285, 0.1996825635433197, 0.0, 0.0, 0.020231159403920174, 0.0, 0.5752608180046082, 0.3243783116340637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1585,"[0.0, 0.003627740079537034, 0.26327019929885864, 0.0, 0.027084728702902794, 0.0, 0.08645064383745193, 0.0, 0.3227297067642212, 0.0, 0.17331744730472565, 0.0, 0.0, 0.0, 0.5407364368438721, 0.0, 0.0, 0.0, 0.19650444388389587, 0.0]"
1595,"[0.05252617970108986, 0.13939295709133148, 0.24466544389724731, 0.0, 0.0, 0.0, 0.5787408947944641, 0.0, 0.494718074798584, 0.5101085305213928, 0.049119263887405396, 0.06600968539714813, 0.0, 0.05772837623953819, 0.014339735731482506, 0.20399703085422516, 0.24951137602329254, 0.0, 0.1542963683605194, 0.0667964294552803]"
1605,"[0.0, 0.0, 0.0, 0.2738659381866455, 0.08119015395641327, 0.0, 0.0, 0.26633432507514954, 0.0, 0.0, 0.16007308661937714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.285811185836792, 0.0]"
1615,"[0.09111420065164566, 0.0, 0.15320974588394165, 0.16770106554031372, 0.0, 0.054371047765016556, 0.1436159461736679, 0.0, 0.0, 0.0548994317650795, 0.3154489994049072, 0.1627751886844635, 0.0, 0.6322972178459167, 0.0, 0.0, 0.0, 0.5159933567047119, 0.0, 0.0]"
1625,"[0.0, 0.0036143630277365446, 0.1906319409608841, 0.0, 0.0, 0.0, 0.02452900819480419, 0.0, 0.0, 0.19688762724399567, 0.07059178501367569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1635,"[0.0, 0.0, 0.32912057638168335, 0.0, 0.0, 0.0, 0.0, 0.0545957125723362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03991096094250679, 0.0, 0.39425399899482727, 0.0, 0.0]"
1645,"[0.0, 0.025891005992889404, 0.07598081231117249, 0.0, 0.009426829405128956, 0.0, 0.0, 0.29716405272483826, 0.0, 0.0, 0.317534476518631, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42593565583229065, 0.0]"
1655,"[0.0, 0.0, 0.27198526263237, 0.0, 0.0, 0.0, 0.25918498635292053, 0.0, 0.16588032245635986, 0.0, 0.30973020195961, 0.1305631697177887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1665,"[0.0, 0.0026788823306560516, 0.6527284979820251, 0.0, 0.0, 0.0, 0.0, 0.5345244407653809, 0.018160367384552956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09041129052639008, 0.0, 0.0, 0.08765573054552078, 0.0]"
1675,"[0.0, 0.22041434049606323, 0.13787057995796204, 0.0, 0.032365832477808, 0.059450045228004456, 0.01674177683889866, 0.0, 0.0748533234000206, 0.0, 0.17454932630062103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18837189674377441, 0.05136655271053314]"
1685,"[0.0, 0.0, 0.0841698870062828, 0.46706724166870117, 0.0, 0.3914909362792969, 0.009282615967094898, 0.0, 0.0, 0.012783325277268887, 0.350989431142807, 0.02376134693622589, 0.4202407896518707, 0.09483069181442261, 0.0, 0.0, 0.0, 0.2758253216743469, 0.3371933698654175, 0.016727490350604057]"
1695,"[0.0, 0.0, 0.2812972664833069, 0.0, 0.0, 0.0, 0.12942250072956085, 0.0, 0.2964624762535095, 0.36489012837409973, 0.2108694165945053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004141317680478096, 0.0]"
1705,"[0.0, 0.0, 0.4105392396450043, 0.0, 0.0, 0.0, 0.1354299634695053, 0.0, 0.121758833527565, 0.4103301763534546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010775921866297722, 0.000529126322362572]"
1715,"[0.0, 0.0, 0.2578265964984894, 0.0, 0.0, 0.0, 0.7155647873878479, 0.018145304173231125, 0.041385866701602936, 0.02576531283557415, 0.25366219878196716, 0.20340199768543243, 0.0, 0.004913936369121075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1725,"[0.40358391404151917, 0.11305296421051025, 0.2377663254737854, 0.0, 0.10286431014537811, 0.0, 0.049291595816612244, 0.2231711894273758, 0.49524927139282227, 0.6426904797554016, 0.11812086403369904, 0.17746052145957947, 0.0, 0.0, 0.0008363033412024379, 0.3062543272972107, 0.0, 0.08093806356191635, 0.0, 0.0]"
1735,"[0.0, 0.0, 0.836798906326294, 0.0, 0.0, 0.0, 0.0, 0.037323568016290665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04055784270167351, 0.0, 0.1398514211177826, 0.0, 0.0]"
1745,"[0.0, 0.0051820529624819756, 0.0, 0.0, 0.0, 0.12090792506933212, 0.0, 0.0, 0.019594591110944748, 0.0, 0.14500650763511658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016186434775590897, 0.0, 0.37974679470062256, 0.0]"
1755,"[0.0, 0.0, 0.21157965064048767, 0.0, 0.0, 0.0, 0.034950774163007736, 0.0, 0.0, 0.5086839199066162, 0.10125777125358582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1765,"[0.04246731847524643, 0.0, 0.025965673848986626, 0.35381218791007996, 0.0, 0.23302941024303436, 0.04415322467684746, 0.0, 0.009753108024597168, 0.04126107320189476, 0.55869460105896, 0.004485697485506535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05441125109791756, 0.0, 0.0]"
1775,"[0.0, 0.018984420225024223, 0.0, 0.0, 0.1753121316432953, 0.0, 0.0, 0.038137465715408325, 0.0, 0.0, 0.3305763900279999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11296932399272919, 0.0]"
1785,"[0.0, 0.0, 0.7467504143714905, 0.0, 0.0, 0.0, 0.0446978434920311, 0.052471473813056946, 0.0, 0.0, 0.13842588663101196, 0.6055634021759033, 0.0, 0.0004433942667674273, 0.0, 0.07921826839447021, 0.0, 0.019784513860940933, 0.021961987018585205, 0.0]"
1795,"[0.0, 0.043083079159259796, 0.05835743620991707, 0.0, 0.0, 0.0, 0.014818183146417141, 0.024774176999926567, 0.0, 0.0, 0.11648184806108475, 0.0, 0.0005299277836456895, 0.0, 0.0, 0.0, 0.0, 0.026116982102394104, 0.048702534288167953, 0.0]"
1805,"[0.0, 0.0, 0.49511510133743286, 0.0, 0.0, 0.0, 0.0, 0.0007234235526993871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016398698091506958, 0.0]"
1815,"[0.0, 0.0, 0.3132486641407013, 0.009083177894353867, 0.0, 0.0, 0.0, 0.02959469147026539, 0.0, 0.0, 0.4724346101284027, 0.26802802085876465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.031269513070583344, 0.0]"
1825,"[0.0, 0.0, 0.2916369140148163, 0.0, 0.0, 0.0, 0.08896305412054062, 0.01985185407102108, 0.0, 0.013992881402373314, 0.09460507333278656, 0.027990443632006645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8116689920425415, 0.0019065119558945298, 0.06033620983362198]"
1835,"[0.0, 0.640937328338623, 0.17091476917266846, 0.0, 0.008613711223006248, 0.0, 0.019739825278520584, 0.3546959459781647, 0.0, 0.0, 0.05196681618690491, 0.0, 0.0, 0.0, 0.0667574480175972, 0.0, 0.0, 0.0, 0.0, 0.0]"
1845,"[0.0, 0.0, 0.11566784977912903, 0.0, 0.0, 0.0, 0.0, 0.05226137861609459, 0.0, 0.0, 0.14669084548950195, 0.0, 0.0, 0.008899147622287273, 0.0, 0.0, 0.0, 0.01785299926996231, 0.24202850461006165, 0.0]"
1855,"[0.0, 0.0, 0.3303726017475128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21056391298770905, 0.08723676949739456, 0.0, 0.033627282828092575, 0.0, 0.0, 0.0, 0.24130678176879883, 0.0, 0.0]"
1865,"[0.0, 0.0, 0.0, 0.0, 0.2631673514842987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3703174293041229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2956889271736145, 0.0]"
1875,"[0.0, 0.006088578142225742, 0.0, 0.016301950439810753, 0.0, 0.0334809347987175, 0.0, 0.0, 0.0, 0.0036291242577135563, 0.06069235876202583, 0.0, 0.0, 0.013146604411303997, 0.0, 0.0, 0.0, 0.007399831432849169, 0.0, 0.00358656607568264]"
1885,"[0.0, 0.0, 0.6406778693199158, 0.0, 0.0, 0.0, 0.05333195626735687, 0.13282081484794617, 0.10465720295906067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011157732456922531, 0.06364229321479797, 0.0, 0.0, 0.06757603585720062, 0.0]"
1895,"[0.0, 0.0, 0.0, 0.14819683134555817, 0.0, 0.17527370154857635, 0.0, 0.0, 0.0, 0.0, 0.2862989902496338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1412803828716278, 0.0]"
1905,"[0.0, 0.0, 0.0, 0.09332282841205597, 0.013144271448254585, 0.2575182020664215, 0.0, 0.0, 0.0, 0.0, 0.596576452255249, 0.12948884069919586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40305906534194946, 0.05843864008784294, 0.0]"
1915,"[0.03084615245461464, 0.0, 0.0, 0.07078278064727783, 0.014278793707489967, 0.08858303725719452, 0.0, 0.0, 0.0, 0.012275581248104572, 0.4949343800544739, 0.009667681530117989, 0.0, 0.005847232881933451, 0.0, 0.0, 0.0, 0.15202614665031433, 0.0, 0.0]"
1925,"[0.0, 0.0, 0.11679418385028839, 0.0, 0.0, 0.0, 0.5484562516212463, 0.0, 0.02261122688651085, 0.34905731678009033, 0.1784566193819046, 0.0, 0.0, 0.21299217641353607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1935,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03146360442042351, 0.0, 0.0, 0.0, 0.39372673630714417, 0.0734124481678009, 0.0, 0.0, 0.0, 0.0, 0.0031618941575288773, 0.03674640879034996, 0.0, 0.0]"
