movie_id,movie_title,movie_genres,poster_url
1947,West Side Story (1961),"12, 14",https://image.tmdb.org/t/p/w500/yfz3IUoYYSY32tkb97HlUBGFsnh.jpg
3660,Puppet Master (1989),"10, 15, 16",https://image.tmdb.org/t/p/w500/6bcRspKbsM21HqLcxIBANbts3X7.jpg
2370,"Emerald Forest, The (1985)","0, 1, 7",https://image.tmdb.org/t/p/w500/fdRlqPnPFaPyQqS3KiBLJwWQPBe.jpg
2206,Suspicion (1941),"13, 16",https://image.tmdb.org/t/p/w500/xAPubDwDLG9d23OrmdWpUifV7Nr.jpg
3826,Hollow Man (2000),"10, 15, 16",https://image.tmdb.org/t/p/w500/sd3qUIv5uoP2oTbqv66CzXSPjKG.jpg
2715,"Velocity of Gary, The (1998)","4, 14",https://image.tmdb.org/t/p/w500/8wQlK0QukCXXmvmDARAx65wnX4j.jpg
3035,Mister Roberts (1955),"4, 7, 18",https://image.tmdb.org/t/p/w500/5B8Gc1N2S3CDWHBzm0VxaMPTyzJ.jpg
2687,Tarzan (1999),"2, 3",https://image.tmdb.org/t/p/w500/wIg7TclH6PUcvTWFh0QdtU5Wcvt.jpg
185,"Net, The (1995)","15, 16",https://image.tmdb.org/t/p/w500/jt61E2pvsexKH903PaGFnm2csHi.jpg
1875,Clockwatchers (1997),4,https://image.tmdb.org/t/p/w500/dUCeH8FIsDOpjXQhOFIbP5DARQD.jpg
1254,"Treasure of the Sierra Madre, The (1948)",1,https://image.tmdb.org/t/p/w500/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg
1273,Down by Law (1986),"4, 7",https://image.tmdb.org/t/p/w500/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg
1945,On the Waterfront (1954),"5, 7",https://image.tmdb.org/t/p/w500/fKjLZy9W8VxMOp5OoyWojmLVCQw.jpg
2057,"Incredible Journey, The (1963)","1, 3",https://image.tmdb.org/t/p/w500/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg
184,Nadja (1994),7,https://image.tmdb.org/t/p/w500/mgCSbf2RNPrFN9suqcZF0K7zl7P.jpg
2338,I Still Know What You Did Last Summer (1998),"10, 13, 16",https://image.tmdb.org/t/p/w500/motBJIO921LFZkoGKCSbmSCVHBc.jpg
3925,Stranger Than Paradise (1984),4,https://image.tmdb.org/t/p/w500/a6UvfMk1vWiX2eQgWOlAqIqlCV8.jpg
3125,"End of the Affair, The (1999)",7,https://image.tmdb.org/t/p/w500/xTp5cyp6qG0YTdI4AEz4ytjODOQ.jpg
3790,Groove (2000),7,https://image.tmdb.org/t/p/w500/sQEG8jyniHi7UY0s9pBbetU6cqi.jpg
3384,"Taking of Pelham One Two Three, The (1974)",0,https://image.tmdb.org/t/p/w500/akBizBjWNtflwja701E8eZqqFdi.jpg
3948,Meet the Parents (2000),4,https://image.tmdb.org/t/p/w500/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg
2102,Steamboat Willie (1940),"2, 3, 4, 12",https://image.tmdb.org/t/p/w500/rjgjDtdz41ZgzhYsZQY6HPqz6Js.jpg
3593,Battlefield Earth (2000),"0, 15",https://image.tmdb.org/t/p/w500/wXCRuBHdJ5aTFQdsuGJFXNdo79T.jpg
3169,"Falcon and the Snowman, The (1984)",7,https://image.tmdb.org/t/p/w500/oDeaorrKpjzYgH1c9ePoJ3x9qvw.jpg
299,Priest (1994),7,https://image.tmdb.org/t/p/w500/fYHiA7LPGl9DG7m3DUs0Td1VMcO.jpg
2731,"400 Blows, The (Les Quatre cents coups) (1959)",7,https://image.tmdb.org/t/p/w500/12PuU23kkDLvTd0nb8hMlE3oShB.jpg
1529,Nowhere (1997),7,https://image.tmdb.org/t/p/w500/cVxIX8JJJB179zh7wcUt0A6TpQQ.jpg
1488,"Devil's Own, The (1997)","0, 7, 16, 18",https://image.tmdb.org/t/p/w500/3KIPu7H3tST0j4tpqdKpQZUBCQz.jpg
491,"Man Without a Face, The (1993)",7,https://image.tmdb.org/t/p/w500/p4Q0Mrb1hNpbeVeugResbwf0To.jpg
3201,Five Easy Pieces (1970),7,https://image.tmdb.org/t/p/w500/AciLTjLqyHiEA0lq35CV4Atnm4v.jpg
361,It Could Happen to You (1994),"7, 14",https://image.tmdb.org/t/p/w500/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg
3730,"Conversation, The (1974)","7, 13",https://image.tmdb.org/t/p/w500/tkQEEBfURAoIPoucFFuXcBTViCR.jpg
2560,Ravenous (1999),"7, 10",https://image.tmdb.org/t/p/w500/6tJc9vIVYctNCajC1dU1oVcmIsD.jpg
2702,Summer of Sam (1999),7,https://image.tmdb.org/t/p/w500/yvGGA2CbT6xyFVTZUA9f2ok0q5V.jpg
1752,Hard Rain (1998),"0, 16",https://image.tmdb.org/t/p/w500/aOZ8iC7Zr8Eh4I9kdmEgxazq7qy.jpg
1484,"Daytrippers, The (1996)",13,https://image.tmdb.org/t/p/w500/bDmconT9Fj0dnXdV5LaGAxXrVFN.jpg
370,Naked Gun 33 1/3: The Final Insult (1994),4,https://image.tmdb.org/t/p/w500/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg
3240,"Big Tease, The (1999)",4,https://image.tmdb.org/t/p/w500/i7HjSujyV4PpIcTzhlNxNGvMiRJ.jpg
2027,Mafia! (1998),"4, 5",https://image.tmdb.org/t/p/w500/ckYR7w9XmbyQHNoC1UD5j1Lax3u.jpg
2315,Bride of Chucky (1998),"10, 16",https://image.tmdb.org/t/p/w500/mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg
2240,My Bodyguard (1980),7,https://image.tmdb.org/t/p/w500/agk3tSS6OLiSdyrieDhPpuQ7CEZ.jpg
46,How to Make an American Quilt (1995),"7, 14",https://image.tmdb.org/t/p/w500/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg
271,Losing Isaiah (1995),7,https://image.tmdb.org/t/p/w500/oHALKuPewtqIn2BcluZsGvcEG1P.jpg
70,From Dusk Till Dawn (1996),"0, 4, 5, 10, 16",https://image.tmdb.org/t/p/w500/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg
3375,Destination Moon (1950),15,https://image.tmdb.org/t/p/w500/2dsJUooqTX5BkOmkfnuuFlkmbB6.jpg
3931,"Giant Gila Monster, The (1959)","10, 15",https://image.tmdb.org/t/p/w500/o7LI2NQ0KtDaVaIYYhZ9PHFDV37.jpg
2667,"Mole People, The (1956)",15,https://image.tmdb.org/t/p/w500/utOyyOn1KQ47ONwtAlC8M9i7zmW.jpg
1938,"Lost Weekend, The (1945)",7,https://image.tmdb.org/t/p/w500/8ggIOoCzt8xT2ePl8DdlRtXgcOh.jpg
1963,Take the Money and Run (1969),4,https://image.tmdb.org/t/p/w500/dT7cKFxsuHzSnDBxKeP5acoIpWZ.jpg
366,Wes Craven's New Nightmare (1994),10,https://image.tmdb.org/t/p/w500/eN3UZUYapJ2CJCD9dN0LUZLouKa.jpg
3260,Howards End (1992),7,https://image.tmdb.org/t/p/w500/1009nhfj28VhhQnVadtjkOacduX.jpg
1271,Fried Green Tomatoes (1991),7,https://image.tmdb.org/t/p/w500/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg
2443,Playing by Heart (1998),"7, 14",https://image.tmdb.org/t/p/w500/v4hPpijZXdaNRn0WVtckFEs4wHm.jpg
28,Persuasion (1995),14,https://image.tmdb.org/t/p/w500/s99WrKSEVR4RVvwm5Zn2cqrHTMM.jpg
1218,"Killer, The (Die xue shuang xiong) (1989)","0, 16",https://image.tmdb.org/t/p/w500/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg
3802,Freejack (1992),"0, 15",https://image.tmdb.org/t/p/w500/lSN8lIX90Az0t1qvIXC4MlCvd9a.jpg
3682,Magnum Force (1973),19,https://image.tmdb.org/t/p/w500/1uX1uzn09seCftG3rTGLPyFXxV6.jpg
885,Bogus (1996),"3, 7, 8",https://image.tmdb.org/t/p/w500/unp3wg7uzIV3HikMexGQJpO0OHc.jpg
463,Guilty as Sin (1993),"5, 7, 16",https://image.tmdb.org/t/p/w500/a5b53cYM23bUA7OyoNyDtIJ38kc.jpg
2781,"Tingler, The (1959)",10,https://image.tmdb.org/t/p/w500/jDuKIccxR0lsdWlYuWiu03hkwnN.jpg
2554,Children of the Damned (1963),"10, 15, 16",https://image.tmdb.org/t/p/w500/ArhQBsOYnqQUUon7UNQHai2qu1R.jpg
3255,"League of Their Own, A (1992)","4, 7",https://image.tmdb.org/t/p/w500/7xpFXAOjgzFPE3vyVerFGfrXhFK.jpg
3043,Meatballs 4 (1992),4,https://image.tmdb.org/t/p/w500/7FAaceddynGpLPXKTus6TSUP9YQ.jpg
1019,"20,000 Leagues Under the Sea (1954)","1, 3, 8, 15",https://image.tmdb.org/t/p/w500/bKMNl4yHC2DYlrMA1EVdk35S8cO.jpg
2827,"Astronaut's Wife, The (1999)","15, 16",https://image.tmdb.org/t/p/w500/54RGJ6INW9ERG8IaalmMKbbDgwH.jpg
426,Body Snatchers (1993),"10, 15, 16",https://image.tmdb.org/t/p/w500/s8WdtuOBvfEsuPtbQVpNfEgd5aR.jpg
613,Jane Eyre (1996),"7, 14",https://image.tmdb.org/t/p/w500/stD4BQiN4TLNf6P5ju95AVRPdto.jpg
2789,Damien: Omen II (1978),10,https://image.tmdb.org/t/p/w500/nZBPvfAgy0GBTEw9YxAuWhoPj96.jpg
2761,"Iron Giant, The (1999)","2, 3",https://image.tmdb.org/t/p/w500/ct04FCFLPImNG5thcPLRnVsZlmS.jpg
3616,Loser (2000),"4, 14",https://image.tmdb.org/t/p/w500/r6M5k3HHZEGwd4Mm4zvFAR6v9z6.jpg
538,Six Degrees of Separation (1993),7,https://image.tmdb.org/t/p/w500/oH0bl69uZZA6dAclgFRkm1Vwcry.jpg
3629,"Gold Rush, The (1925)",4,https://image.tmdb.org/t/p/w500/mNVcRIj38V6ennK6JqsOZWbLPHk.jpg
3473,Jonah Who Will Be 25 in the Year 2000 (1976),4,https://image.tmdb.org/t/p/w500/zwqnEiUygCOGRZJvbzaTRF6tbsC.jpg
1869,Black Dog (1998),"0, 16",https://image.tmdb.org/t/p/w500/s4HHVv53aPpxxpMOBwRMdnOPBAi.jpg
340,"War, The (1994)","1, 7",https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg
2495,"Fantastic Planet, The (La Planète sauvage) (1973)","2, 15",https://image.tmdb.org/t/p/w500/prq0j1S0K07UjwLZLF6oMGflRUI.jpg
3392,She-Devil (1989),4,https://image.tmdb.org/t/p/w500/kWdvGtJDBdy1NccoFWzb8Ves9q4.jpg
2430,Mighty Joe Young (1949),"1, 3, 7",https://image.tmdb.org/t/p/w500/mvjyF85NJVWE0ipfdjoFiRNRLex.jpg
1280,Raise the Red Lantern (1991),7,https://image.tmdb.org/t/p/w500/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg
332,Village of the Damned (1995),"10, 15",https://image.tmdb.org/t/p/w500/vnK68SPMQTvLWVYaNMINJOismEr.jpg
2738,Crimes of the Heart (1986),"4, 7",https://image.tmdb.org/t/p/w500/yet0Ww2A7f5qT7MisDuIBSXdV3r.jpg
3771,"Golden Voyage of Sinbad, The (1974)","0, 1",https://image.tmdb.org/t/p/w500/1TAc85WyOpkaxSUver4lBg2xKSA.jpg
1236,Trust (1990),"4, 7",https://image.tmdb.org/t/p/w500/rXoZYWd2G7pBh8N8Cp5ZO5Sjzbl.jpg
2354,"Rugrats Movie, The (1998)","2, 3, 4",https://image.tmdb.org/t/p/w500/uZejGKCSd6nwfMx8U0Td37U2fTc.jpg
1658,"Life Less Ordinary, A (1997)","14, 16",https://image.tmdb.org/t/p/w500/tk7WNEwLZepFU2yPIIkRuQOO0Q9.jpg
3335,Jail Bait (1954),"5, 7",https://image.tmdb.org/t/p/w500/av2ppBDn3Z9BSBByao9WEv8XWXA.jpg
1487,Selena (1997),"7, 12",https://image.tmdb.org/t/p/w500/j8xX3yBAFOayfSaImgLZPnAcdWz.jpg
261,Little Women (1994),7,https://image.tmdb.org/t/p/w500/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg
2162,"NeverEnding Story II: The Next Chapter, The (1990)","1, 3, 8",https://image.tmdb.org/t/p/w500/bRSLCuO2B6owYBtUwGYGqWZCVo6.jpg
3714,Clara's Heart (1988),7,https://image.tmdb.org/t/p/w500/sb5fGw0l8PVFPL14lu2UN7Ibed0.jpg
2750,Radio Days (1987),"4, 7",https://image.tmdb.org/t/p/w500/ljZ3yyYznAiq1vF6nHITdJn6qXB.jpg
798,Daylight (1996),"0, 1, 16",https://image.tmdb.org/t/p/w500/7XL0WcNx1AuFLR96vka3cHOgy7a.jpg
1593,Picture Perfect (1997),"4, 14",https://image.tmdb.org/t/p/w500/bKqhNoBpUW71E4BPLSOluSooPg8.jpg
2331,Living Out Loud (1998),"4, 14",https://image.tmdb.org/t/p/w500/uegG68vP7leUDQbG8fP4ihgTo0i.jpg
1172,Cinema Paradiso (1988),"4, 7, 14",https://image.tmdb.org/t/p/w500/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg
2137,Charlotte's Web (1973),"2, 3",https://image.tmdb.org/t/p/w500/eLq5bed09bkNVjUfknlbSil2cfR.jpg
2995,"House on Haunted Hill, The (1999)",10,https://image.tmdb.org/t/p/w500/ega1G9rdcDsuDQeonGaCpm8FR3S.jpg
3342,Birdy (1984),"7, 18",https://image.tmdb.org/t/p/w500/weIn0Huxx4SQU8PB5ZggzA4PLIE.jpg
3238,Eye of the Beholder (1999),16,https://image.tmdb.org/t/p/w500/4eB1Gw5r3Etbe4su6PhOo6OAN9E.jpg
2058,"Negotiator, The (1998)","0, 16",https://image.tmdb.org/t/p/w500/bHQG4UsLMFCy91gfLAFRpnCOPdP.jpg
1010,"Love Bug, The (1969)","3, 4",https://image.tmdb.org/t/p/w500/j4NQTMsVEHgqacmxvnenF7HX7GA.jpg
2046,Flight of the Navigator (1986),"1, 3, 15",https://image.tmdb.org/t/p/w500/tdRgQWMximj0tL6OWu9kRTtePmI.jpg
7,Sabrina (1995),"4, 14",https://image.tmdb.org/t/p/w500/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg
2263,"Seventh Sign, The (1988)",16,https://image.tmdb.org/t/p/w500/vAgVzkPmfe2pcgzkpoz8cZ9i9wm.jpg
1556,Speed 2: Cruise Control (1997),"0, 14, 16",https://image.tmdb.org/t/p/w500/gnK1ocpwUTj24zAktzomOJsD2bu.jpg
2318,Happiness (1998),4,
3497,Max Dugan Returns (1983),4,https://image.tmdb.org/t/p/w500/wYOmBIJwliiu43CwWqx79f8Zp8Z.jpg
766,I Shot Andy Warhol (1996),7,https://image.tmdb.org/t/p/w500/eF4iTAjunicLQyc6AdF7JNwSBOC.jpg
3716,Fatal Beauty (1987),"0, 5",https://image.tmdb.org/t/p/w500/fYCbwhIgjHWOr28kbKUdFz8z9PW.jpg
1835,City of Angels (1998),14,https://image.tmdb.org/t/p/w500/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg
3852,"Tao of Steve, The (2000)",4,https://image.tmdb.org/t/p/w500/u9z4Qg0KGomhBUerbUzQXeO1ODs.jpg
2688,"General's Daughter, The (1999)","7, 16",
2981,"Brother, Can You Spare a Dime? (1975)",6,https://image.tmdb.org/t/p/w500/vwcE04LiNzgcfEfquiOFXA4wcY9.jpg
1457,Fools Rush In (1997),"4, 14",https://image.tmdb.org/t/p/w500/14zKnK5ZB2kyYwLiij0ULN1HQ9.jpg
1533,"Promise, The (La Promesse) (1996)",7,https://image.tmdb.org/t/p/w500/tdm4mlc27S1d72ub4Y4xcU2OlDD.jpg
3646,Big Momma's House (2000),4,https://image.tmdb.org/t/p/w500/wlbov6pkgySqYZilZcO54f29Dg1.jpg
1627,U Turn (1997),"0, 5, 13",https://image.tmdb.org/t/p/w500/d5wL2axBtieecnAD6X4HMgrkXGp.jpg
986,Fly Away Home (1996),"1, 3",https://image.tmdb.org/t/p/w500/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","4, 7",https://image.tmdb.org/t/p/w500/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg
242,Farinelli: il castrato (1994),"7, 12",https://image.tmdb.org/t/p/w500/i5h0ZjYobco5HRPaAU6QTlrMYw0.jpg
3317,Wonder Boys (2000),"4, 7",https://image.tmdb.org/t/p/w500/5yvQe06HPNII2eZCJWTeMwqLWvR.jpg
1588,George of the Jungle (1997),"3, 4",https://image.tmdb.org/t/p/w500/hMJbCWC9EpkVNKM3KaIOElCQIrT.jpg
1735,Great Expectations (1998),"7, 14",https://image.tmdb.org/t/p/w500/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg
3181,Titus (1999),7,https://image.tmdb.org/t/p/w500/82mCeQoeT2C7h7vR6Ot9MQotE1R.jpg
552,"Three Musketeers, The (1993)","0, 1, 4",https://image.tmdb.org/t/p/w500/jOkXsC1NjkNOxNyooRhTIf1nxsn.jpg
3307,City Lights (1931),"4, 7, 14",https://image.tmdb.org/t/p/w500/ugmakEL5y294I5bXgiBqApuZpwc.jpg
3198,Papillon (1973),7,https://image.tmdb.org/t/p/w500/ahF5c6vyP8HWMqIwlhecbRALkjq.jpg
3304,Blue Collar (1978),"5, 7",https://image.tmdb.org/t/p/w500/7WBBcgzESyX1qEq9x7tg22dlORL.jpg
2266,"Butcher's Wife, The (1991)","4, 14",https://image.tmdb.org/t/p/w500/eX8jjCOTLmAWH9ILAEWCklorjEx.jpg
2428,"Faculty, The (1998)","10, 15",https://image.tmdb.org/t/p/w500/5XetJwmAiDC0EtH23NIXaqFn3Wl.jpg
2459,"Texas Chainsaw Massacre, The (1974)",10,https://image.tmdb.org/t/p/w500/qJ9Cw1J4EmhBApoue4qlhqVrCZ7.jpg
1841,"Gingerbread Man, The (1998)","7, 16",https://image.tmdb.org/t/p/w500/1bfWAXuFjsZAslkA2HqFU30OZ2b.jpg
3000,"Princess Mononoke, The (Mononoke Hime) (1997)","0, 1, 2",https://image.tmdb.org/t/p/w500/cMYCDADoLKLbB83g4WnJegaZimC.jpg
2300,"Producers, The (1968)","4, 12",https://image.tmdb.org/t/p/w500/nG0Bix2SH2SQcbAIGhb6yqTG5UH.jpg
3648,"Abominable Snowman, The (1957)","10, 15",https://image.tmdb.org/t/p/w500/uVBy1rAxsdPqNtJx6U10SVhIdrx.jpg
3521,Mystery Train (1989),"4, 5, 7",https://image.tmdb.org/t/p/w500/f11xq7dBGhz9UDc3dabldAGeXVH.jpg
3049,How I Won the War (1967),"4, 18",https://image.tmdb.org/t/p/w500/m3m6WC9JEKpCNht26OcFEDVU3V1.jpg
2780,"Raven, The (1963)","4, 10",
1944,From Here to Eternity (1953),"7, 14, 18",https://image.tmdb.org/t/p/w500/25Rm1YJSyhXAEu8abonZvW83aPL.jpg
1744,Firestorm (1998),"0, 1, 16",https://image.tmdb.org/t/p/w500/joAzHTg4xoz56zQ7AntfTYENuAD.jpg
3513,Rules of Engagement (2000),"7, 16",https://image.tmdb.org/t/p/w500/38iMM0sHOqNz315ApF9bEjT4rFA.jpg
3553,Gossip (2000),"7, 16",https://image.tmdb.org/t/p/w500/1fyQiQyBFlqjeqgT6sAEh5vo4Fe.jpg
280,Murder in the First (1995),"7, 16",https://image.tmdb.org/t/p/w500/sU37ONoL9qUyYXUhubJSYH9tEoc.jpg
89,Nick of Time (1995),"0, 16",https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
1432,Metro (1997),0,https://image.tmdb.org/t/p/w500/nvfyHYv1EDpYai5pCGqBeRf3tax.jpg
2111,"Man with Two Brains, The (1983)",4,https://image.tmdb.org/t/p/w500/jSnGiPE17sgicRyTPrE6UB0pnEU.jpg
1160,Six of a Kind (1934),4,https://image.tmdb.org/t/p/w500/hTlIRE6DLbOm3Qqp8gKiaBUeI8d.jpg
365,Little Buddha (1993),7,https://image.tmdb.org/t/p/w500/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg
1931,Mutiny on the Bounty (1935),1,https://image.tmdb.org/t/p/w500/GD98ozz6F6tSu8BWGulpseEKhv.jpg
2165,Your Friends and Neighbors (1998),7,https://image.tmdb.org/t/p/w500/aEocqXBt4P6E8cWH00nPNu1Wsfj.jpg
2293,Shadrach (1998),7,https://image.tmdb.org/t/p/w500/zXqzSRvIUBBJRVaHXXQSEkGMmdY.jpg
3330,Splendor in the Grass (1961),7,https://image.tmdb.org/t/p/w500/n6Kw8Ui93SMhrk1MupCFwUg04vq.jpg
1277,Cyrano de Bergerac (1990),"0, 7, 14",https://image.tmdb.org/t/p/w500/l4JFOXslwb90opz8xozfIhPke8z.jpg
1866,"Big Hit, The (1998)","0, 4",https://image.tmdb.org/t/p/w500/nMhPX99PvJ1WaIo8CRgEyJYHJtR.jpg
1978,Friday the 13th Part V: A New Beginning (1985),10,https://image.tmdb.org/t/p/w500/ewnIs4aCuWnKQ13Eaj8f3ybrQc8.jpg
720,Wallace & Gromit: The Best of Aardman Animation (1996),2,https://image.tmdb.org/t/p/w500/tWkYclnnChwoMMBFECsEjd5hb77.jpg
3937,Runaway (1984),"15, 16",https://image.tmdb.org/t/p/w500/dC6Bf893EqMBBysIqDW6mpkhejc.jpg
2325,Orgazmo (1997),4,https://image.tmdb.org/t/p/w500/irvFBOc33CHsioU6hqcu8ExymEa.jpg
3435,Double Indemnity (1944),"5, 9",https://image.tmdb.org/t/p/w500/rVNYZZgfhwqVMMWlBmxOfWqnwCj.jpg
2342,Hard Core Logo (1996),4,https://image.tmdb.org/t/p/w500/glYtqUQ9gHneSxg3b0RYrLJBRuY.jpg
1739,3 Ninjas: High Noon On Mega Mountain (1998),"0, 3",
64,Two if by Sea (1996),"4, 14",https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
1624,"Thousand Acres, A (1997)",7,https://image.tmdb.org/t/p/w500/p7tsW4oUi7hHbpNtFZdMQEBj42g.jpg
3708,Firestarter (1984),"10, 16",https://image.tmdb.org/t/p/w500/jjBdPcQ0bplBnv2XgElKLoeFDuM.jpg
2212,"Man Who Knew Too Much, The (1934)",16,https://image.tmdb.org/t/p/w500/gy8YBRjCQRIT9x9G9F5fpnFD4xw.jpg
3669,Stay Tuned (1992),4,https://image.tmdb.org/t/p/w500/yd2MN9zA30eGjf89DaaNoUXbRNp.jpg
18,Four Rooms (1995),16,https://image.tmdb.org/t/p/w500/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg
1699,"Butcher Boy, The (1998)",7,https://image.tmdb.org/t/p/w500/9KrClE5Ax6wzCAwgaGRhQI2Eolk.jpg
3153,"7th Voyage of Sinbad, The (1958)","0, 1, 8",https://image.tmdb.org/t/p/w500/rK5ceoe5d3K8cTzEoOnuRNA6Xt9.jpg
3235,Where the Buffalo Roam (1980),4,https://image.tmdb.org/t/p/w500/vRMeb4LN416PGvSgG0n063bc5ez.jpg
2341,Dancing at Lughnasa (1998),7,https://image.tmdb.org/t/p/w500/4XFmwNRGBDrp3a0WOmsUvqbcSxO.jpg
3949,Requiem for a Dream (2000),7,https://image.tmdb.org/t/p/w500/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg
3689,Porky's II: The Next Day (1983),4,https://image.tmdb.org/t/p/w500/rZjSlaXM8Ez91ZV39frILApGuKg.jpg
1608,Air Force One (1997),"0, 16",https://image.tmdb.org/t/p/w500/juRFEbyx5JlNuYrZM50vcZmtN78.jpg
490,Malice (1993),16,https://image.tmdb.org/t/p/w500/6kcjUrhvHrXSLDLQHvcOvJmLSqs.jpg
354,Cobb (1994),7,https://image.tmdb.org/t/p/w500/clOqh9is8vWZvX6AUjF4HtLdQMj.jpg
2796,Funny Farm (1988),4,https://image.tmdb.org/t/p/w500/tW6LGDEZrJpLbvEGkHk51MyQqJC.jpg
3372,"Bridge at Remagen, The (1969)","0, 18",https://image.tmdb.org/t/p/w500/d8kKzYlzTK73PVvEUJsUfc3VRUH.jpg
3814,Love and Death (1975),4,https://image.tmdb.org/t/p/w500/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),"3, 4",
2264,We're No Angels (1989),7,https://image.tmdb.org/t/p/w500/UsrZkcoj95K8ZVf7FMnTiZ5P4C.jpg
555,True Romance (1993),"0, 5, 14",https://image.tmdb.org/t/p/w500/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
3674,For the Love of Benji (1977),"1, 3",https://image.tmdb.org/t/p/w500/iqB2iwZnteFdWH9rL50objGwmNk.jpg
374,Richie Rich (1994),"3, 4",https://image.tmdb.org/t/p/w500/dppsLQ9aPxMXSJcJ6gOb0PFbyT7.jpg
1224,Henry V (1989),"7, 18",https://image.tmdb.org/t/p/w500/eAisr20DvaKJeHvjDN0oHSx0l7u.jpg
2546,"Deep End of the Ocean, The (1999)",7,https://image.tmdb.org/t/p/w500/4Q8g9CfW7EiwxRCpLSDpOmcaEZb.jpg
1806,Paulie (1998),"1, 3, 4",https://image.tmdb.org/t/p/w500/aiW8TWjIuFveTcA5BCU7KMjPaaW.jpg
520,Robin Hood: Men in Tights (1993),4,https://image.tmdb.org/t/p/w500/woexOLEkUlYsPLLuZRK6LjZaF38.jpg
1827,"Big One, The (1997)","4, 6",https://image.tmdb.org/t/p/w500/l5ZPkMdDzeq5qHQwvZMR9KfiwA5.jpg
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),"0, 7",https://image.tmdb.org/t/p/w500/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg
1918,Lethal Weapon 4 (1998),"0, 4, 5, 7",https://image.tmdb.org/t/p/w500/vl4n3uO602y8nDsqjE4RIMnSy8Q.jpg
2862,Caligula (1980),7,https://image.tmdb.org/t/p/w500/IQ29MGsBWJhwpjjlcNKSvaEV3K.jpg
1092,Basic Instinct (1992),"13, 16",https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg
556,"War Room, The (1993)",6,https://image.tmdb.org/t/p/w500/qDNOzfkgneIkJHQmP2Bk68LSDqR.jpg
3633,On Her Majesty's Secret Service (1969),0,https://image.tmdb.org/t/p/w500/m3KfbxvqaiAvRJ6MpguA3GuLdDQ.jpg
2420,"Karate Kid, The (1984)",7,https://image.tmdb.org/t/p/w500/k0OwgRR6PNu7h3SiqpCbRdZWNaG.jpg
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",10,https://image.tmdb.org/t/p/w500/rvAmOv0sZcoQCyJjHPQN4wU8ut4.jpg
511,"Program, The (1993)","0, 7",https://image.tmdb.org/t/p/w500/2tTmiwtfHzjnsvtiSMH4vxCNAsK.jpg
2672,"Thirteenth Floor, The (1999)","7, 15, 16",https://image.tmdb.org/t/p/w500/7oaie3ZBc9UuWZLF24crro1pone.jpg
1772,Blues Brothers 2000 (1998),"0, 4, 12",https://image.tmdb.org/t/p/w500/nCoY8UK2x4DWpICipL40Hg4cDmO.jpg
3142,U2: Rattle and Hum (1988),"6, 12",https://image.tmdb.org/t/p/w500/6wCNobX8pPdHF4zyzhuDKIem9Gx.jpg
1205,"Transformers: The Movie, The (1986)","0, 2, 3, 15, 16, 18",https://image.tmdb.org/t/p/w500/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg
1091,Weekend at Bernie's (1989),4,https://image.tmdb.org/t/p/w500/ylN3DZEPCnn60ecGq01y0AyWsTQ.jpg
1382,Marked for Death (1990),"0, 7",https://image.tmdb.org/t/p/w500/xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg
