id,features
3134,"[0.06604859977960587, 0.15852093696594238, 0.040926024317741394, 0.0, 0.0, 0.0, 0.0, 0.021150987595319748, 0.020963972434401512, 0.10406142473220825, 0.0, 0.08598118275403976, 0.48529037833213806, 0.5804142951965332, 0.5648953914642334, 0.2747821509838104, 0.0, 0.0, 0.0, 0.20486761629581451]"
3144,"[0.16043907403945923, 0.0, 0.0, 0.17163677513599396, 0.16719157993793488, 0.5194454193115234, 0.07085959613323212, 0.07896975427865982, 0.03622748702764511, 0.0, 0.0, 0.14237889647483826, 0.21970848739147186, 0.1997099667787552, 0.026254205033183098, 0.0, 0.2915222644805908, 0.08048073202371597, 0.0, 0.3995845317840576]"
3154,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08875100314617157, 0.0, 0.0, 0.0, 0.1363704949617386, 0.5751991868019104, 0.0, 0.07042801380157471, 0.1971636414527893, 0.0, 0.0, 0.0, 0.0]"
3164,"[0.3801799714565277, 0.0, 0.0, 0.24108487367630005, 0.043939895927906036, 0.0, 0.0, 0.2257993072271347, 0.3345578610897064, 0.1050361767411232, 0.0, 0.18662185966968536, 0.0011243156623095274, 0.02893468737602234, 0.07209636270999908, 0.08395339548587799, 0.1873256117105484, 0.11369595676660538, 0.0, 0.0]"
3174,"[0.27780917286872864, 0.14742331206798553, 0.0, 0.0, 0.0, 0.17030733823776245, 0.0, 1.0155513336940203e-05, 0.5812290906906128, 0.2898438572883606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2448321133852005, 0.3128361105918884, 0.0, 0.0, 0.0]"
3184,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003050473053008318, 0.0, 0.0, 0.43288490176200867, 0.0023266503121703863, 0.03887543827295303, 0.07674965262413025, 0.23797523975372314, 0.0, 0.0, 0.03312676027417183]"
3194,"[0.0, 0.5689128637313843, 0.003504212712869048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3443657159805298, 0.028371453285217285, 0.04937276989221573, 0.0, 0.0, 0.0]"
3204,"[0.008756077848374844, 0.3760888874530792, 0.060525692999362946, 0.0, 0.019239528104662895, 0.038218434900045395, 1.0278053283691406, 0.0, 0.09848271310329437, 0.09962526708841324, 0.0, 0.01984657160937786, 0.045138053596019745, 0.4509144723415375, 0.0, 0.0, 0.20452484488487244, 0.0, 0.0331118144094944, 0.0]"
3214,"[0.13274699449539185, 0.11167917400598526, 0.0008577719563618302, 0.20355792343616486, 0.3968319594860077, 0.14618030190467834, 0.0, 0.15235143899917603, 0.14640843868255615, 0.08618107438087463, 0.12235921621322632, 0.12875227630138397, 0.00489578302949667, 0.19496507942676544, 0.11527261883020401, 0.08064549416303635, 0.33231687545776367, 0.0016739529091864824, 0.05692613869905472, 0.008618379011750221]"
3224,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05109861120581627, 0.0, 0.0, 0.0, 0.0, 0.40823015570640564, 0.0, 0.5010683536529541, 0.023226987570524216, 0.017201196402311325, 0.02785441279411316, 0.0, 0.012892783619463444]"
3234,"[0.0, 0.0, 0.0, 0.0, 0.014520067721605301, 0.0, 0.0, 0.03315245360136032, 0.0, 0.0, 0.0, 0.0, 0.16633161902427673, 0.0, 0.0, 0.1857966035604477, 0.23538252711296082, 0.0, 0.0, 0.0]"
3244,"[0.0, 0.0, 0.0, 0.0, 0.1488482803106308, 0.0, 0.0, 0.6352736353874207, 0.0, 0.0, 0.0, 0.0, 0.010920816101133823, 0.0, 0.0, 0.10493895411491394, 0.049661826342344284, 0.025985492393374443, 0.0, 0.014703257940709591]"
3254,"[0.0, 0.0, 0.0, 0.5479631423950195, 0.0, 0.08981499820947647, 0.0, 0.0, 0.20078271627426147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016293431399390101, 0.0, 0.3242035508155823, 0.0, 0.11294161528348923, 0.08160243928432465]"
3264,"[0.0, 0.0, 0.0, 0.6748958230018616, 0.02606436237692833, 0.21330459415912628, 0.0, 0.08578488975763321, 0.0, 0.0, 0.06216806918382645, 0.001880509196780622, 0.13222497701644897, 0.14092516899108887, 0.0, 0.0, 0.0, 0.34617459774017334, 0.0, 0.13970711827278137]"
3274,"[0.5189622640609741, 0.05860093981027603, 0.0, 0.0, 0.00852089561522007, 0.0, 0.0, 0.13648006319999695, 0.0, 0.08774933218955994, 0.0, 0.0853026732802391, 0.3451916575431824, 0.0, 0.0, 0.10362876206636429, 0.1009000837802887, 0.42767152190208435, 0.0, 0.1631016582250595]"
3284,"[0.2953434884548187, 0.010489029809832573, 0.0, 0.0, 0.18372805416584015, 0.0, 0.0, 0.1431208699941635, 0.07162582874298096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00970557238906622, 0.0, 0.4311806261539459, 0.10731416940689087, 0.0, 0.0]"
3294,"[0.0, 0.0, 0.0, 0.0, 0.02838151901960373, 0.1724286526441574, 0.0, 0.0, 0.06287896633148193, 0.0, 0.0, 0.022067546844482422, 0.18592548370361328, 0.0, 0.00517639983445406, 0.0, 0.35919827222824097, 0.0, 0.0, 0.0]"
3304,"[0.0, 0.0, 0.007312299683690071, 0.0, 0.0, 0.0, 0.0, 0.06722992658615112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026832742616534233, 0.6154047250747681, 0.0, 0.0, 0.011331310495734215, 0.0, 0.0]"
3314,"[0.034616004675626755, 0.0, 0.0, 0.4206558167934418, 0.0, 0.0, 0.0, 0.10903674364089966, 0.0919230654835701, 0.0, 0.0, 0.0, 0.648230791091919, 0.0, 0.0061836461536586285, 0.21339067816734314, 0.06287609785795212, 0.004120416007936001, 0.003159703454002738, 0.016231294721364975]"
3324,"[0.15202665328979492, 0.0, 0.0, 0.0, 0.0, 0.17815810441970825, 0.08680267632007599, 0.0, 0.0, 0.0, 0.0, 0.45653706789016724, 0.3460591435432434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.411758154630661]"
3334,"[0.36028027534484863, 0.06826164573431015, 0.2781156003475189, 0.013362989760935307, 0.0830090269446373, 0.009046376682817936, 0.02035786211490631, 0.07577914744615555, 0.0980222225189209, 0.6203686594963074, 0.0, 0.21542073786258698, 0.0, 0.31514763832092285, 0.017324548214673996, 0.24522030353546143, 0.03368755429983139, 0.2905387878417969, 0.0, 0.22908686101436615]"
3344,"[0.046812914311885834, 0.0, 0.0, 0.09835097938776016, 0.15474417805671692, 0.5787947177886963, 0.06774713099002838, 0.0, 0.06042175740003586, 0.022040747106075287, 0.0, 0.0, 0.1813964992761612, 0.04584190994501114, 0.0028286392334848642, 0.0, 0.46689915657043457, 0.02561177872121334, 0.0, 0.16237197816371918]"
3354,"[0.26727551221847534, 0.0, 0.0, 0.0935879722237587, 0.0, 0.16636867821216583, 0.6497005820274353, 0.0, 0.0, 0.0, 0.014500360935926437, 0.05567988008260727, 0.0, 0.0, 0.0, 0.0, 0.10495109111070633, 0.0, 0.0, 0.0]"
3364,"[0.0, 0.0, 0.0, 0.045722901821136475, 0.630834698677063, 0.4306216537952423, 0.0, 0.0, 0.0, 0.0, 0.2153805047273636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06820034235715866, 0.0, 0.21521323919296265, 0.0]"
3374,"[0.2769913971424103, 0.08752880245447159, 0.0, 0.1275409758090973, 0.0, 0.0, 0.08302856981754303, 0.0, 0.22344079613685608, 0.08460363000631332, 0.0, 0.0, 0.023579994216561317, 0.13761819899082184, 0.15067729353904724, 0.2847219407558441, 0.030092209577560425, 0.24984444677829742, 0.0, 0.32599183917045593]"
3384,"[0.0, 0.276397705078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5819870233535767, 0.1988423764705658, 0.0, 0.0, 0.0, 0.42545613646507263, 0.0, 0.0, 0.05342840030789375, 0.0, 0.00016326007607858628, 0.020336927846074104]"
3394,"[0.0, 0.0, 0.0, 0.0, 0.1269882321357727, 0.009291129186749458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06633398681879044, 0.0, 0.0, 0.0, 0.4204980432987213, 0.0, 0.0, 0.0]"
3404,"[0.1833052933216095, 0.08566581457853317, 0.0, 0.0, 0.08815822750329971, 0.009263554587960243, 0.3439570665359497, 0.002761631039902568, 0.02860337309539318, 0.0, 0.0, 0.0, 0.029148980975151062, 0.0, 0.14890997111797333, 0.07012417167425156, 0.5704945921897888, 0.13732925057411194, 0.0, 0.06154434382915497]"
3414,"[0.2242029458284378, 0.0, 0.0, 0.08223937451839447, 0.08127044886350632, 0.32174769043922424, 0.024734407663345337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3366633951663971, 0.0, 0.0, 0.0, 0.3658311069011688, 0.004104677587747574, 0.0, 0.14630785584449768]"
3424,"[0.14254619181156158, 0.010592969134449959, 0.0, 0.0155396843329072, 0.0, 0.0, 0.0, 0.0, 0.0001398334716213867, 0.024625910446047783, 0.04146171733736992, 0.06995648145675659, 0.06745719909667969, 0.023703116923570633, 0.021222854033112526, 0.031213080510497093, 0.0, 0.014929664321243763, 0.0, 0.0]"
3434,"[0.11360352486371994, 0.0, 0.01352265290915966, 0.0, 0.029049761593341827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42173057794570923, 0.20771069824695587, 0.16374632716178894, 0.05352441594004631, 0.27329209446907043, 0.16821634769439697, 0.0, 0.0, 0.051402702927589417]"
3444,"[0.0, 0.1540343314409256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19841402769088745, 0.0, 0.014438304118812084, 0.3576123118400574, 0.056897055357694626, 0.0, 0.05912996083498001, 0.02072184905409813]"
3454,"[0.0, 0.0, 0.0, 0.09648741036653519, 0.060803789645433426, 0.018335143104195595, 0.0, 0.020766254514455795, 0.0, 0.0, 0.0, 0.0, 0.1477653682231903, 0.00871726032346487, 0.3219425678253174, 0.02143564447760582, 0.15716564655303955, 0.007592883892357349, 0.0, 0.075259268283844]"
3464,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.11565755307674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012212056666612625, 0.0, 0.0, 0.0, 0.03406042605638504, 0.0, 0.07065769284963608, 0.0]"
3474,"[0.0, 0.0, 0.0, 0.0, 0.23125968873500824, 0.007864538580179214, 0.0, 0.0, 0.12779124081134796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46858111023902893, 0.0, 0.22567565739154816, 0.0]"
3484,"[0.6474271416664124, 0.0, 0.0, 0.0, 0.02694692462682724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027431370690464973, 0.0, 0.0, 0.0, 0.1325775533914566, 0.015088500455021858, 0.0, 0.0]"
3494,"[0.023519359529018402, 0.21123887598514557, 0.0, 0.39782434701919556, 0.062280528247356415, 0.4700561463832855, 0.4655676782131195, 0.0, 0.08476907014846802, 0.0, 0.0, 0.0, 0.11462678760290146, 0.0, 0.09070716053247452, 0.0, 0.5855079293251038, 0.0, 0.0242622047662735, 0.11504145711660385]"
3504,"[0.0, 0.0, 0.012528060004115105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15304338932037354, 0.328945517539978, 0.0, 0.0, 0.0, 0.10121133923530579, 0.0, 0.3614974915981293, 0.11466356366872787, 0.0, 0.0, 0.0]"
3514,"[0.17155368626117706, 0.2704938054084778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4584077298641205, 0.09659001976251602, 0.0, 0.0, 0.006607605144381523, 0.0, 0.35014355182647705, 0.24619430303573608, 0.06083744019269943, 0.2763458490371704, 0.0, 0.1623208224773407]"
3524,"[0.006997545249760151, 0.08529265969991684, 0.0, 0.0, 0.4339238703250885, 0.0, 0.0, 0.16286922991275787, 0.5550233125686646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0680718719959259, 0.3260399103164673, 0.2886049449443817, 0.0, 0.019432805478572845, 0.0]"
3534,"[0.0, 0.12700413167476654, 0.40734922885894775, 0.0, 0.029973991215229034, 0.0, 0.0, 0.11377166211605072, 0.6843578219413757, 0.197248175740242, 0.0, 0.0, 0.0, 0.0, 0.3889493942260742, 0.3736742436885834, 0.12940478324890137, 0.0, 0.14000065624713898, 0.0]"
3544,"[0.0, 0.0, 0.0, 0.1906614601612091, 0.03009697236120701, 0.01565428264439106, 0.0, 0.0, 0.0, 0.0, 0.014812507666647434, 0.009269891306757927, 0.0, 0.0, 0.08638832718133926, 0.03525177389383316, 0.03056844137609005, 0.0, 0.04377760365605354, 0.0]"
3554,"[0.0, 0.0, 0.0, 0.49578461050987244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07450636476278305, 0.0033314423635601997, 0.09104206413030624]"
3564,"[0.0, 0.20242713391780853, 0.0, 0.0, 0.10951399803161621, 0.0, 0.0, 0.0, 0.06536369770765305, 0.0, 0.0, 0.0, 0.18088214099407196, 0.0, 0.35523995757102966, 0.17036135494709015, 0.4344193637371063, 0.0, 0.0, 0.0]"
3574,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08025401085615158, 0.02586480602622032, 0.3114054203033447, 0.11279240995645523, 0.0, 0.0, 0.0, 0.6770126223564148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3584,"[0.030116986483335495, 0.0, 0.34132617712020874, 0.0, 0.0, 0.0, 0.0, 0.0047381180338561535, 0.0, 0.12566007673740387, 0.0, 0.1518152803182602, 0.1288214474916458, 0.009418098255991936, 0.0, 0.47157394886016846, 0.0, 0.23859228193759918, 0.0, 0.0]"
3594,"[0.0, 0.48776310682296753, 0.0, 0.0, 0.5447645783424377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1846284568309784, 0.0, 0.3323671519756317, 0.0]"
3604,"[0.17568357288837433, 0.0, 0.0, 0.3311883211135864, 0.1389220505952835, 0.3059810996055603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29071658849716187, 0.0, 0.053423527628183365, 0.006527827121317387, 0.27725717425346375, 0.005700341891497374, 0.0, 0.2738761007785797]"
3614,"[0.08603578060865402, 0.08072194457054138, 0.0, 0.0, 0.4751271605491638, 0.0, 0.0, 0.0, 0.31071364879608154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009668057784438133, 0.27339062094688416, 0.0, 0.3240486979484558, 0.0]"
3624,"[0.0, 0.0, 0.0, 0.08253209292888641, 0.0, 0.0, 0.027689237147569656, 0.0, 0.0, 0.0, 0.0, 0.005357000511139631, 0.0736858993768692, 0.020084351301193237, 0.0, 0.03633385896682739, 0.30206140875816345, 0.0, 0.008331825956702232, 0.0]"
3634,"[0.42709577083587646, 0.016503220424056053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.335574746131897, 0.0, 0.0575140044093132, 0.045240145176649094, 0.02190433256328106, 0.0, 0.11410541087388992]"
3644,"[0.0, 0.25862637162208557, 0.11880387365818024, 0.0, 0.21720004081726074, 0.0, 0.0, 0.4315260350704193, 0.07107329368591309, 0.0, 0.0, 0.05611275136470795, 0.14489926397800446, 0.0, 0.13697832822799683, 0.39158570766448975, 0.1180194839835167, 0.5977702140808105, 0.13470867276191711, 0.09479255229234695]"
3654,"[0.3159474730491638, 0.07218285650014877, 0.0, 0.0, 0.0, 0.0, 0.01794958859682083, 0.0, 0.737083911895752, 0.10374684631824493, 0.0, 0.0, 0.064072385430336, 0.048129960894584656, 0.036024466156959534, 0.0, 0.30861079692840576, 0.0, 0.1224391981959343, 0.17367064952850342]"
3664,"[0.0, 0.0, 0.0, 0.46558642387390137, 0.0, 0.1171358972787857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5053115487098694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20737826824188232, 0.07292301207780838]"
3674,"[0.0, 0.0, 0.0, 0.041940875351428986, 0.05403634533286095, 0.022178413346409798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015455154702067375, 0.07310930639505386, 0.0, 0.407990038394928, 0.0, 0.0, 0.0, 0.0, 0.0]"
3684,"[0.5720182657241821, 0.0, 0.0, 0.19037309288978577, 0.060098860412836075, 0.05240049585700035, 0.03419692814350128, 0.07446174323558807, 0.004069434013217688, 0.20513205230236053, 0.026019351556897163, 0.18948791921138763, 0.37197577953338623, 0.31857815384864807, 0.028135553002357483, 0.07555153220891953, 0.02958586812019348, 0.20304812490940094, 0.0, 0.3171747028827667]"
3694,"[0.058225709944963455, 0.0, 0.0, 0.0, 0.49589622020721436, 0.0, 0.0, 0.0, 0.2520252764225006, 0.18274499475955963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22461533546447754, 0.0, 0.12633489072322845, 0.0]"
3704,"[0.0, 0.11499295383691788, 0.0, 0.05081390216946602, 0.22088070213794708, 0.06508602946996689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09406040608882904, 0.37951532006263733, 0.0, 0.09407581388950348, 0.0, 0.2104630023241043, 0.0, 0.142021045088768, 0.0]"
3714,"[0.0, 0.30139821767807007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1001472994685173, 0.0, 0.0, 0.0, 0.0, 0.08876305818557739, 0.005857499316334724, 0.02781406231224537, 0.3890601694583893, 0.3905320465564728, 0.00957111082971096, 0.15013150870800018, 0.021740347146987915]"
3724,"[0.0, 0.0, 0.0, 0.0, 0.3992936313152313, 0.0, 0.0, 0.1698182374238968, 0.36172136664390564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04097801446914673, 0.2565133273601532, 0.1860879510641098, 0.0, 0.09829167276620865, 0.0]"
3734,"[0.0, 0.0, 0.0, 0.0, 0.0158400721848011, 0.0, 0.0, 0.0, 0.012558168731629848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.552119255065918, 0.0, 0.1472432166337967, 0.0, 0.007721119560301304, 0.0]"
3744,"[0.21898627281188965, 0.0, 0.0, 0.0, 0.12191217392683029, 0.0, 0.0, 0.008798657916486263, 0.12004460394382477, 0.0884951651096344, 0.0, 0.12852619588375092, 0.44994089007377625, 0.0, 0.0, 0.3064294457435608, 0.2786479592323303, 0.0, 0.0, 0.0]"
3754,"[0.09152878820896149, 0.0, 0.0, 0.0, 0.13104723393917084, 0.0, 0.007104797288775444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11365019530057907, 0.0, 0.4831901788711548, 0.26586267352104187, 0.3298167586326599, 0.06601258367300034, 0.0, 0.15695537626743317]"
3764,"[0.08296745270490646, 0.36562579870224, 0.0, 0.0, 0.06137146055698395, 0.0, 0.034024469554424286, 0.0, 0.03798237815499306, 0.024687454104423523, 0.023949244990944862, 0.1275402009487152, 0.0, 0.0, 0.07508271932601929, 0.020703468471765518, 0.026189712807536125, 0.03289521113038063, 0.0, 0.0]"
3774,"[0.08272628486156464, 0.41879093647003174, 0.1216076985001564, 0.06941790878772736, 0.0, 0.012374081648886204, 0.12851136922836304, 0.0, 0.048319462686777115, 0.021589266136288643, 0.0, 0.0, 0.013444427400827408, 0.16516515612602234, 0.718037486076355, 0.15251784026622772, 0.31797659397125244, 0.0227753147482872, 0.0, 0.1019582748413086]"
3784,"[0.0, 0.0, 0.0, 0.034896355122327805, 0.03214934095740318, 0.0, 0.009787879884243011, 0.014497524127364159, 0.0, 0.007366578094661236, 0.0, 0.0, 0.005243730265647173, 0.035107437521219254, 1.1029998064041138, 0.0, 0.0015949680237099528, 0.010579118505120277, 0.030406607314944267, 0.0]"
3794,"[0.13548168540000916, 0.07890603691339493, 0.0, 0.0, 0.10785739123821259, 0.007477509323507547, 0.03924684599041939, 0.0, 0.13533759117126465, 0.0, 0.0, 0.36120903491973877, 0.19769123196601868, 0.14563938975334167, 0.0, 0.21209125220775604, 0.18587517738342285, 0.2562551498413086, 0.025423560291528702, 0.3343181312084198]"
3804,"[0.14747615158557892, 0.0, 0.0, 0.0, 0.10300345718860626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013662252575159073, 0.049497902393341064, 0.04612018167972565, 0.014143231324851513, 0.0, 0.21426649391651154, 0.0, 0.0, 0.0]"
3814,"[0.26849663257598877, 0.0, 0.0, 0.0, 0.07998325675725937, 0.17524921894073486, 0.0, 0.013691837899386883, 0.0, 0.0701628178358078, 0.0, 0.023764660581946373, 0.0, 0.0, 0.0, 0.0, 0.08622587472200394, 0.0, 0.0, 0.0]"
3824,"[0.15990053117275238, 0.04591688513755798, 0.0, 0.2715485692024231, 0.21905845403671265, 0.0, 0.0, 0.47187283635139465, 0.0, 0.0, 0.0, 0.0030905117746442556, 0.03242092952132225, 0.0, 0.0, 0.007135963998734951, 0.1171313226222992, 0.0, 0.1104496419429779, 0.02195834368467331]"
3834,"[0.0, 0.0, 0.0, 0.01440389547497034, 0.12039493024349213, 0.03767316788434982, 0.38880014419555664, 0.039526067674160004, 0.09334449470043182, 0.0, 0.0, 0.12278313934803009, 0.06982021033763885, 0.005475884769111872, 0.04974214360117912, 0.0, 0.3545758128166199, 0.013526049442589283, 0.0, 0.2192383110523224]"
3844,"[0.0, 0.06970416009426117, 0.0, 0.0, 0.1696334332227707, 0.0, 0.0, 0.12896420061588287, 0.0, 0.0, 0.0, 0.0, 0.08132896572351456, 0.0, 0.0, 0.2774902284145355, 0.7905271053314209, 0.0, 0.03944437578320503, 0.035131387412548065]"
3854,"[0.0, 0.04949639365077019, 0.0, 0.6215724349021912, 0.0, 0.061325687915086746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2701476216316223, 0.0, 0.02361457608640194, 0.0, 0.11017414927482605, 0.034562431275844574, 0.06466825306415558, 0.0]"
3864,"[0.04425894841551781, 0.12491919100284576, 0.0, 0.29811111092567444, 0.138525128364563, 0.4277190566062927, 0.0, 0.0, 0.0, 0.0, 0.12574389576911926, 0.03639139235019684, 0.13212503492832184, 0.5800012946128845, 0.023648686707019806, 0.1472548246383667, 0.09003902971744537, 0.10142403095960617, 0.025215277448296547, 0.17268356680870056]"
3874,"[0.36022046208381653, 0.0, 0.0, 0.0, 0.17190684378147125, 0.2871091067790985, 0.09427518397569656, 0.0, 0.2725827395915985, 0.0, 0.0, 0.2567457854747772, 0.34709545969963074, 0.0, 0.09024135023355484, 0.2867603302001953, 0.2830257713794708, 0.06399548053741455, 0.0, 0.23356983065605164]"
3884,"[0.0, 0.0, 0.0, 0.0, 0.016366150230169296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19699448347091675, 0.0, 0.03463234007358551, 0.241623193025589, 0.26648467779159546, 0.0, 0.020538760349154472, 0.0]"
3894,"[0.05676311254501343, 0.33186066150665283, 0.0, 0.00034508566022850573, 0.0, 0.014744273386895657, 0.021567434072494507, 0.0, 0.04613625630736351, 0.0, 0.0, 0.0, 0.0, 0.021162932738661766, 0.1475023329257965, 0.15199019014835358, 0.009109262377023697, 0.0, 0.0, 0.0]"
3904,"[0.2604544758796692, 0.0, 0.0, 0.0, 0.14338034391403198, 0.0, 0.0, 0.0, 0.05400674790143967, 0.0, 0.0, 0.0, 0.14697414636611938, 0.0, 0.0, 0.0, 0.5193397998809814, 0.07940609753131866, 0.0, 0.2087453156709671]"
3914,"[0.23997780680656433, 0.0, 0.0, 0.0, 0.011114826425909996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15727683901786804, 0.4833034873008728, 0.0, 0.0, 0.0, 0.25731542706489563, 0.0, 0.0, 0.06744413077831268]"
3924,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06838167458772659, 0.0, 0.01010749489068985, 0.172384113073349, 0.17256736755371094, 0.0, 0.108087457716465, 0.07734443247318268]"
3934,"[0.3714620769023895, 0.0, 0.0, 0.22905218601226807, 0.03555439040064812, 0.17621006071567535, 0.0, 0.0, 0.417169451713562, 0.0, 0.0, 0.0412076860666275, 0.3499920666217804, 0.0058020069263875484, 0.0, 0.047274209558963776, 0.19797219336032867, 0.010263298638164997, 0.318321168422699, 0.1928408145904541]"
3944,"[0.24241815507411957, 0.20573532581329346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05202954635024071, 0.1208312064409256, 0.0, 0.0, 0.0, 0.17102879285812378, 0.11983193457126617, 0.18821588158607483, 0.15665730834007263, 0.0, 0.0, 0.05727113038301468]"
3954,"[0.0916639119386673, 0.5420501232147217, 0.0, 0.0, 0.03814083710312843, 0.0, 0.0, 0.0, 0.12230495363473892, 0.230265274643898, 0.0, 0.0, 0.024822350591421127, 0.6166381239891052, 0.11367353796958923, 0.0838594064116478, 0.24841372668743134, 0.0, 0.12336848676204681, 0.593708872795105]"
3964,"[0.0, 0.0, 0.0, 0.10281515121459961, 0.0, 0.07726285606622696, 0.004728567320853472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6100063323974609, 0.06715238094329834, 0.0, 0.0]"
3974,"[0.03715048357844353, 0.02459227479994297, 0.0, 0.0, 0.0, 0.0, 0.01590481959283352, 0.0, 0.0, 0.0, 0.0, 0.03145249933004379, 0.0015497531276196241, 0.058539070188999176, 0.0, 0.0, 0.7060388922691345, 0.0046201967634260654, 0.0, 0.0]"
3984,"[0.05592275410890579, 0.0, 0.0, 0.19626010954380035, 0.13241571187973022, 0.07113257050514221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2456890195608139, 0.0, 0.0, 0.0, 0.4504002034664154, 0.05394377186894417, 0.0, 0.0]"
3994,"[0.0, 0.0, 0.0, 0.11514267325401306, 0.08629508316516876, 0.0, 0.0, 0.5036648511886597, 0.0, 0.0, 0.0, 0.0, 0.2586686611175537, 0.0, 0.0, 0.03141346573829651, 0.0, 0.0, 0.041629791259765625, 0.0]"
4004,"[0.8377219438552856, 0.19363580644130707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07843334972858429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2612171769142151, 0.0, 0.06405343860387802, 0.0]"
4014,"[0.0, 0.2839088439941406, 0.0, 0.0, 0.0, 0.0695963203907013, 0.0, 0.0, 0.03738796338438988, 0.0, 0.0, 0.0, 0.08452240377664566, 0.0, 0.3389992415904999, 0.019912365823984146, 0.34844744205474854, 0.0, 0.09522546827793121, 0.0]"
4024,"[0.0, 0.0, 0.0, 0.09575140476226807, 0.024018092080950737, 0.2499370276927948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11343792825937271, 0.0, 0.0, 0.0, 0.3810397982597351, 0.0, 0.0, 0.24304772913455963]"
4034,"[0.9664219617843628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05899538844823837, 0.0, 0.1034265011548996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4044,"[0.0453120693564415, 0.08757855743169785, 0.0, 0.14455729722976685, 0.4398573338985443, 0.0, 0.0, 0.5747547149658203, 0.1752166450023651, 0.026255987584590912, 0.0, 0.10191826522350311, 0.0540330596268177, 0.0, 0.06381580233573914, 0.1557752937078476, 0.10370036959648132, 0.4349575340747833, 0.18308402597904205, 0.06230536848306656]"
4054,"[0.1297016143798828, 0.0, 0.0, 0.20332685112953186, 0.08677387982606888, 0.10427135974168777, 0.0, 0.07341469824314117, 0.28370100259780884, 0.02398652583360672, 0.0, 0.07195206731557846, 0.25157633423805237, 0.0, 0.0, 0.010764280334115028, 0.3270232677459717, 0.012673871591687202, 0.0, 0.6209185719490051]"
